,ENTIDAD,NOM_ENT,LOC,NOM_MUN,POBTOT,POBFEM,POBMAS,LATITUD,LONGITUD
146607,25,Sinaloa,490,Choix,8,*,*,"26°30'47.175"" N","108°05'27.649"" W"
146608,25,Sinaloa,492,Choix,7,3,4,"26°27'08.522"" N","108°03'31.305"" W"
146609,25,Sinaloa,511,Choix,3,*,*,"26°38'10.094"" N","108°05'14.447"" W"
146610,25,Sinaloa,520,Choix,29,14,15,"26°38'46.467"" N","108°18'19.742"" W"
146611,25,Sinaloa,521,Choix,8,*,*,"26°36'42.421"" N","108°04'51.913"" W"
146612,25,Sinaloa,524,Choix,3,*,*,"26°40'57.287"" N","108°17'08.521"" W"
146613,25,Sinaloa,529,Choix,3,*,*,"26°44'18.569"" N","108°12'38.296"" W"
146614,25,Sinaloa,535,Choix,22,9,13,"26°50'56.596"" N","108°18'57.948"" W"
146615,25,Sinaloa,537,Choix,15,5,10,"26°51'16.171"" N","108°19'22.149"" W"
146616,25,Sinaloa,538,Choix,12,8,4,"26°46'55.022"" N","108°07'29.933"" W"
146617,25,Sinaloa,540,Choix,13,8,5,"26°46'17.286"" N","108°26'14.407"" W"
146618,25,Sinaloa,541,Choix,12,6,6,"26°43'16.843"" N","108°03'38.087"" W"
146619,25,Sinaloa,546,Choix,31,14,17,"26°50'43.892"" N","108°27'30.089"" W"
146620,25,Sinaloa,553,Choix,3,*,*,"26°23'12.693"" N","108°05'08.073"" W"
146621,25,Sinaloa,554,Choix,1,*,*,"26°39'34.928"" N","108°03'05.232"" W"
146622,25,Sinaloa,556,Choix,6,3,3,"26°43'29.704"" N","108°01'46.838"" W"
146623,25,Sinaloa,562,Choix,32,16,16,"26°37'05.148"" N","108°07'43.813"" W"
146624,25,Sinaloa,564,Choix,156,81,75,"26°31'19.663"" N","108°19'33.535"" W"
146625,25,Sinaloa,578,Choix,22,11,11,"26°22'01.971"" N","108°09'51.257"" W"
146626,25,Sinaloa,583,Choix,4,*,*,"26°25'17.021"" N","108°18'00.392"" W"
146627,25,Sinaloa,585,Choix,6,*,*,"26°24'22.877"" N","108°04'02.676"" W"
146628,25,Sinaloa,593,Choix,31,15,16,"26°44'31.865"" N","108°07'18.422"" W"
146629,25,Sinaloa,594,Choix,2,*,*,"26°38'43.544"" N","108°06'45.974"" W"
146630,25,Sinaloa,596,Choix,3,*,*,"26°43'07.400"" N","108°02'00.599"" W"
146631,25,Sinaloa,602,Choix,108,55,53,"26°49'40.212"" N","108°27'08.360"" W"
146632,25,Sinaloa,610,Choix,5,*,*,"26°37'08.866"" N","108°06'41.503"" W"
146633,25,Sinaloa,612,Choix,40,19,21,"26°27'49.266"" N","108°11'34.919"" W"
146634,25,Sinaloa,618,Choix,4,*,*,"26°28'15.953"" N","108°02'23.563"" W"
146635,25,Sinaloa,628,Choix,50,29,21,"26°46'52.189"" N","108°14'31.932"" W"
146636,25,Sinaloa,629,Choix,12,6,6,"26°52'30.531"" N","108°25'24.410"" W"
146637,25,Sinaloa,630,Choix,2,*,*,"26°29'19.194"" N","108°09'06.703"" W"
146638,25,Sinaloa,631,Choix,3,*,*,"26°38'45.882"" N","108°05'00.197"" W"
146639,25,Sinaloa,636,Choix,4,*,*,"26°48'23.933"" N","108°07'52.696"" W"
146640,25,Sinaloa,638,Choix,9,3,6,"26°37'50.107"" N","108°06'30.674"" W"
146641,25,Sinaloa,644,Choix,34,18,16,"26°21'48.603"" N","108°09'27.129"" W"
146642,25,Sinaloa,646,Choix,9,*,*,"26°22'40.724"" N","108°10'36.501"" W"
146643,25,Sinaloa,651,Choix,31,16,15,"26°26'42.471"" N","108°05'34.272"" W"
146644,25,Sinaloa,652,Choix,19,6,13,"26°43'00.509"" N","108°26'33.534"" W"
146645,25,Sinaloa,653,Choix,16,6,10,"26°44'18.919"" N","108°26'26.135"" W"
146646,25,Sinaloa,655,Choix,99,46,53,"26°35'47.738"" N","108°05'25.593"" W"
146647,25,Sinaloa,665,Choix,35,19,16,"26°39'33.213"" N","108°17'21.483"" W"
146648,25,Sinaloa,668,Choix,29,13,16,"26°42'02.553"" N","108°18'40.920"" W"
146649,25,Sinaloa,671,Choix,3,*,*,"26°38'06.563"" N","108°19'36.257"" W"
146650,25,Sinaloa,673,Choix,39,17,22,"26°29'43.604"" N","108°10'25.878"" W"
146651,25,Sinaloa,675,Choix,7,*,*,"26°32'12.048"" N","108°00'57.735"" W"
146652,25,Sinaloa,679,Choix,7,*,*,"26°44'02.916"" N","108°10'53.578"" W"
146653,25,Sinaloa,682,Choix,18,8,10,"26°40'41.953"" N","108°32'56.485"" W"
146654,25,Sinaloa,693,Choix,15,*,*,"26°29'37.852"" N","108°05'06.107"" W"
146655,25,Sinaloa,696,Choix,31,17,14,"26°39'19.337"" N","108°29'37.089"" W"
146656,25,Sinaloa,703,Choix,20,10,10,"26°21'07.477"" N","108°07'44.616"" W"
146657,25,Sinaloa,707,Choix,40,20,20,"26°40'54.079"" N","108°04'45.065"" W"
146658,25,Sinaloa,712,Choix,38,14,24,"26°40'17.062"" N","108°08'35.672"" W"
146659,25,Sinaloa,714,Choix,13,6,7,"26°27'40.748"" N","108°03'53.921"" W"
146660,25,Sinaloa,717,Choix,12,5,7,"26°37'16.633"" N","108°36'37.506"" W"
146661,25,Sinaloa,719,Choix,33,18,15,"26°28'00.162"" N","108°02'35.369"" W"
146662,25,Sinaloa,728,Choix,28,13,15,"26°28'29.265"" N","108°02'52.356"" W"
146663,25,Sinaloa,730,Choix,11,6,5,"26°36'08.483"" N","108°12'09.537"" W"
146664,25,Sinaloa,734,Choix,1,*,*,"26°30'49.991"" N","108°01'15.361"" W"
146665,25,Sinaloa,735,Choix,7,*,*,"26°19'08.337"" N","108°08'20.402"" W"
146666,25,Sinaloa,745,Choix,16,11,5,"26°40'39.592"" N","108°20'17.435"" W"
146667,25,Sinaloa,746,Choix,1,*,*,"26°29'57.827"" N","108°04'11.687"" W"
146668,25,Sinaloa,748,Choix,15,6,9,"26°48'08.033"" N","108°08'38.609"" W"
146669,25,Sinaloa,751,Choix,16,8,8,"26°39'08.876"" N","108°07'25.279"" W"
146670,25,Sinaloa,753,Choix,4,*,*,"26°29'13.148"" N","108°09'32.119"" W"
146671,25,Sinaloa,762,Choix,11,*,*,"26°31'41.698"" N","108°03'08.278"" W"
146672,25,Sinaloa,765,Choix,202,95,107,"26°52'19.533"" N","108°18'03.751"" W"
146673,25,Sinaloa,775,Choix,14,6,8,"26°44'59.676"" N","108°25'06.705"" W"
146674,25,Sinaloa,776,Choix,6,*,*,"26°44'10.191"" N","108°14'07.114"" W"
146675,25,Sinaloa,782,Choix,14,6,8,"26°20'24.857"" N","108°09'36.823"" W"
146676,25,Sinaloa,785,Choix,5,*,*,"26°38'08.438"" N","108°07'08.690"" W"
146677,25,Sinaloa,797,Choix,9,*,*,"26°34'07.935"" N","108°13'03.540"" W"
146678,25,Sinaloa,803,Choix,7,*,*,"26°42'11.557"" N","108°26'53.218"" W"
146679,25,Sinaloa,813,Choix,5,*,*,"26°46'12.081"" N","108°02'44.370"" W"
146680,25,Sinaloa,816,Choix,2,*,*,"26°45'57.461"" N","108°17'24.876"" W"
146681,25,Sinaloa,820,Choix,3,*,*,"26°52'13.610"" N","108°12'28.466"" W"
146682,25,Sinaloa,823,Choix,12,5,7,"26°51'54.058"" N","108°25'05.279"" W"
146683,25,Sinaloa,872,Choix,9,4,5,"26°56'30.136"" N","108°13'48.866"" W"
146684,25,Sinaloa,879,Choix,10,*,*,"26°42'48.686"" N","108°21'18.081"" W"
146685,25,Sinaloa,881,Choix,4,*,*,"26°40'49.632"" N","108°23'21.802"" W"
146686,25,Sinaloa,882,Choix,8,5,3,"26°40'18.473"" N","108°20'45.282"" W"
146687,25,Sinaloa,884,Choix,8,*,*,"26°48'17.587"" N","108°23'25.509"" W"
146688,25,Sinaloa,887,Choix,20,11,9,"26°27'58.608"" N","108°06'49.506"" W"
146689,25,Sinaloa,898,Choix,80,39,41,"26°40'00.761"" N","108°02'23.519"" W"
146690,25,Sinaloa,911,Choix,14,6,8,"26°23'52.759"" N","108°17'40.614"" W"
146691,25,Sinaloa,913,Choix,7,*,*,"26°38'47.759"" N","108°07'01.169"" W"
146692,25,Sinaloa,915,Choix,34,15,19,"26°32'15.755"" N","108°03'41.475"" W"
146693,25,Sinaloa,916,Choix,8,2,6,"26°30'05.896"" N","108°03'14.624"" W"
146694,25,Sinaloa,919,Choix,5,*,*,"26°41'09.621"" N","108°00'52.304"" W"
146695,25,Sinaloa,920,Choix,4,*,*,"26°41'02.767"" N","108°01'04.035"" W"
146696,25,Sinaloa,921,Choix,5,*,*,"26°40'11.584"" N","108°01'52.617"" W"
146697,25,Sinaloa,923,Choix,7,*,*,"26°45'49.974"" N","108°09'28.364"" W"
146698,25,Sinaloa,930,Choix,37,17,20,"26°49'45.512"" N","108°10'11.841"" W"
146699,25,Sinaloa,948,Choix,1,*,*,"26°51'45.665"" N","108°13'36.499"" W"
146700,25,Sinaloa,955,Choix,5,*,*,"26°19'33.991"" N","108°10'18.871"" W"
146701,25,Sinaloa,961,Choix,4,*,*,"26°38'44.039"" N","108°05'20.933"" W"
146702,25,Sinaloa,968,Choix,7,3,4,"26°29'11.202"" N","108°04'28.284"" W"
146703,25,Sinaloa,969,Choix,44,25,19,"26°27'23.757"" N","108°02'25.970"" W"
146704,25,Sinaloa,972,Choix,19,9,10,"26°37'03.762"" N","108°05'06.577"" W"
146705,25,Sinaloa,973,Choix,21,10,11,"26°44'32.158"" N","108°05'49.594"" W"
146706,25,Sinaloa,974,Choix,3,*,*,"26°36'36.694"" N","108°13'33.718"" W"
146707,25,Sinaloa,975,Choix,6,*,*,"26°36'35.675"" N","108°04'52.043"" W"
146708,25,Sinaloa,976,Choix,2,*,*,"26°32'15.445"" N","108°11'24.663"" W"
146709,25,Sinaloa,981,Choix,25,12,13,"26°28'11.098"" N","108°06'09.199"" W"
146710,25,Sinaloa,987,Choix,4,*,*,"26°18'21.910"" N","108°11'48.881"" W"
146711,25,Sinaloa,988,Choix,23,11,12,"26°37'21.409"" N","108°05'07.896"" W"
146712,25,Sinaloa,989,Choix,42,18,24,"26°52'57.710"" N","108°23'27.614"" W"
146713,25,Sinaloa,990,Choix,4,*,*,"26°49'52.490"" N","108°22'36.685"" W"
146714,25,Sinaloa,994,Choix,7,*,*,"26°36'08.292"" N","108°06'29.100"" W"
146715,25,Sinaloa,1000,Choix,25,14,11,"26°42'30.316"" N","108°20'56.885"" W"
146716,25,Sinaloa,1004,Choix,9,*,*,"26°37'31.726"" N","108°04'17.924"" W"
146717,25,Sinaloa,1007,Choix,1,*,*,"26°26'47.155"" N","108°03'50.458"" W"
146718,25,Sinaloa,1009,Choix,6,*,*,"26°41'59.642"" N","108°23'35.922"" W"
146719,25,Sinaloa,1010,Choix,51,24,27,"26°30'41.656"" N","108°11'08.616"" W"
146720,25,Sinaloa,1014,Choix,2,*,*,"26°36'09.667"" N","108°06'48.290"" W"
146721,25,Sinaloa,1015,Choix,1,*,*,"26°41'35.554"" N","108°20'04.297"" W"
146722,25,Sinaloa,1016,Choix,12,4,8,"26°53'29.145"" N","108°14'58.178"" W"
146723,25,Sinaloa,1017,Choix,3,*,*,"26°27'22.361"" N","108°05'05.072"" W"
146724,25,Sinaloa,1019,Choix,1,*,*,"26°30'02.626"" N","108°21'24.499"" W"
146725,25,Sinaloa,1020,Choix,4,0,4,"26°44'15.076"" N","108°18'55.592"" W"
146726,25,Sinaloa,1024,Choix,50,24,26,"26°46'10.994"" N","108°01'20.069"" W"
146727,25,Sinaloa,1028,Choix,3,*,*,"26°20'57.519"" N","108°08'39.076"" W"
146728,25,Sinaloa,1029,Choix,28,12,16,"26°21'36.938"" N","108°10'16.704"" W"
146729,25,Sinaloa,1034,Choix,3,*,*,"26°24'13.982"" N","108°13'03.705"" W"
146730,25,Sinaloa,1035,Choix,2,*,*,"26°51'16.088"" N","108°12'58.830"" W"
146731,25,Sinaloa,1036,Choix,11,*,*,"26°29'24.530"" N","108°03'32.039"" W"
146732,25,Sinaloa,1037,Choix,4,*,*,"26°26'33.540"" N","108°01'20.078"" W"
146733,25,Sinaloa,1039,Choix,5,*,*,"26°30'15.967"" N","108°06'43.756"" W"
146734,25,Sinaloa,1041,Choix,14,4,10,"26°27'48.000"" N","108°03'00.635"" W"
146735,25,Sinaloa,1046,Choix,14,9,5,"26°33'00.762"" N","108°08'28.426"" W"
146736,25,Sinaloa,1047,Choix,2,*,*,"26°31'32.759"" N","108°05'24.317"" W"
146737,25,Sinaloa,1229,Choix,2,*,*,"26°42'16.260"" N","108°16'52.080"" W"
146738,25,Sinaloa,1230,Choix,4,*,*,"26°31'40.247"" N","108°04'13.770"" W"
146739,25,Sinaloa,1233,Choix,16,7,9,"26°19'31.337"" N","108°07'14.722"" W"
146740,25,Sinaloa,1237,Choix,8,*,*,"26°45'53.737"" N","108°20'33.805"" W"
146741,25,Sinaloa,1238,Choix,1,*,*,"26°32'00.567"" N","108°17'08.084"" W"
146742,25,Sinaloa,1241,Choix,2,*,*,"26°46'09.115"" N","108°29'08.218"" W"
146743,25,Sinaloa,1242,Choix,4,*,*,"26°45'59.691"" N","108°27'41.243"" W"
146744,25,Sinaloa,1243,Choix,15,*,*,"26°19'24.046"" N","108°07'43.130"" W"
146745,25,Sinaloa,1249,Choix,2,*,*,"26°49'53.717"" N","108°32'42.554"" W"
146746,25,Sinaloa,1250,Choix,5,*,*,"26°48'36.335"" N","108°32'15.914"" W"
146747,25,Sinaloa,1251,Choix,8,*,*,"26°49'21.218"" N","108°32'32.262"" W"
146748,25,Sinaloa,1252,Choix,2,*,*,"26°47'17.843"" N","108°05'33.411"" W"
146749,25,Sinaloa,1255,Choix,17,10,7,"26°40'21.567"" N","108°01'52.370"" W"
146750,25,Sinaloa,1256,Choix,3,*,*,"26°40'56.937"" N","108°01'13.300"" W"
146751,25,Sinaloa,1260,Choix,17,7,10,"26°36'17.410"" N","108°05'30.188"" W"
146752,25,Sinaloa,1262,Choix,3,*,*,"26°25'09.500"" N","108°15'30.082"" W"
146753,25,Sinaloa,1263,Choix,2,*,*,"26°39'42.472"" N","108°06'58.389"" W"
146754,25,Sinaloa,1264,Choix,10,*,*,"26°22'49.239"" N","108°10'21.123"" W"
146755,25,Sinaloa,1265,Choix,2,*,*,"26°33'26.310"" N","108°08'43.465"" W"
146756,25,Sinaloa,1266,Choix,9,4,5,"26°34'06.080"" N","108°04'43.461"" W"
146757,25,Sinaloa,1267,Choix,6,*,*,"26°23'25.450"" N","108°09'12.650"" W"
146758,25,Sinaloa,1268,Choix,9,5,4,"26°24'34.119"" N","108°11'00.021"" W"
146759,25,Sinaloa,1269,Choix,8,*,*,"26°33'25.851"" N","108°04'28.474"" W"
146760,25,Sinaloa,1270,Choix,2,*,*,"26°21'55.478"" N","108°09'38.452"" W"
146761,25,Sinaloa,1271,Choix,4,*,*,"27°00'38.966"" N","108°24'17.162"" W"
146762,25,Sinaloa,1273,Choix,5,*,*,"26°25'15.243"" N","108°14'59.555"" W"
146763,25,Sinaloa,1274,Choix,5,*,*,"26°42'11.378"" N","108°18'28.885"" W"
146764,25,Sinaloa,1275,Choix,4,*,*,"26°41'10.425"" N","108°20'22.028"" W"
146765,25,Sinaloa,1276,Choix,2,*,*,"26°42'18.464"" N","108°23'32.765"" W"
146766,25,Sinaloa,9998,Choix,242,93,149,,
146767,25,Sinaloa,9999,Choix,322,147,175,,
146768,25,Sinaloa,0,Elota,55339,26793,28546,,
146769,25,Sinaloa,1,Elota,19742,9908,9834,"23°54'55.454"" N","106°53'33.762"" W"
146770,25,Sinaloa,2,Elota,260,121,139,"24°00'00.554"" N","106°58'11.483"" W"
146771,25,Sinaloa,3,Elota,319,152,167,"24°05'58.268"" N","106°50'09.326"" W"
146772,25,Sinaloa,4,Elota,143,62,81,"24°05'22.927"" N","106°49'23.013"" W"
146773,25,Sinaloa,5,Elota,200,100,100,"24°01'44.113"" N","106°51'47.969"" W"
146774,25,Sinaloa,6,Elota,197,93,104,"24°09'17.996"" N","106°59'52.940"" W"
146775,25,Sinaloa,9,Elota,593,303,290,"24°01'05.186"" N","106°49'10.634"" W"
146776,25,Sinaloa,12,Elota,811,375,436,"24°01'40.668"" N","106°59'16.043"" W"
146777,25,Sinaloa,13,Elota,1017,491,526,"24°00'56.250"" N","106°56'20.567"" W"
146778,25,Sinaloa,20,Elota,382,189,193,"24°00'54.543"" N","106°51'09.869"" W"
146779,25,Sinaloa,21,Elota,199,99,100,"24°04'25.549"" N","106°47'05.309"" W"
146780,25,Sinaloa,23,Elota,5,*,*,"23°58'06.141"" N","106°41'26.003"" W"
146781,25,Sinaloa,24,Elota,1635,791,844,"23°54'04.780"" N","106°55'43.212"" W"
146782,25,Sinaloa,28,Elota,995,465,530,"24°00'15.437"" N","107°01'45.768"" W"
146783,25,Sinaloa,29,Elota,63,33,30,"24°12'20.408"" N","106°38'43.895"" W"
146784,25,Sinaloa,30,Elota,698,331,367,"23°58'10.403"" N","106°42'44.151"" W"
146785,25,Sinaloa,31,Elota,970,456,514,"24°03'51.461"" N","106°55'24.164"" W"
146786,25,Sinaloa,32,Elota,381,178,203,"24°03'29.314"" N","106°41'55.076"" W"
146787,25,Sinaloa,35,Elota,836,426,410,"24°07'15.668"" N","106°53'33.835"" W"
146788,25,Sinaloa,37,Elota,138,65,73,"24°09'17.617"" N","107°00'07.850"" W"
146789,25,Sinaloa,40,Elota,208,114,94,"24°05'53.655"" N","106°55'22.393"" W"
146790,25,Sinaloa,41,Elota,30,10,20,"24°05'47.980"" N","106°54'19.304"" W"
146791,25,Sinaloa,43,Elota,169,79,90,"24°15'30.097"" N","106°45'29.106"" W"
146792,25,Sinaloa,45,Elota,129,66,63,"24°06'52.099"" N","106°45'32.400"" W"
146793,25,Sinaloa,51,Elota,165,78,87,"23°54'14.019"" N","106°43'17.018"" W"
146794,25,Sinaloa,53,Elota,848,396,452,"24°01'32.173"" N","106°52'42.531"" W"
146795,25,Sinaloa,54,Elota,53,21,32,"24°11'29.340"" N","106°53'11.317"" W"
146796,25,Sinaloa,61,Elota,264,126,138,"24°05'46.603"" N","106°40'49.409"" W"
146797,25,Sinaloa,64,Elota,102,53,49,"24°12'46.318"" N","106°42'33.000"" W"
146798,25,Sinaloa,65,Elota,1,*,*,"24°11'21.908"" N","106°40'25.404"" W"
146799,25,Sinaloa,66,Elota,82,30,52,"24°13'01.273"" N","106°53'48.045"" W"
146800,25,Sinaloa,67,Elota,1671,817,854,"24°01'12.924"" N","106°58'23.483"" W"
146801,25,Sinaloa,70,Elota,189,95,94,"24°15'32.806"" N","106°47'10.389"" W"
146802,25,Sinaloa,72,Elota,682,310,372,"23°55'27.605"" N","106°48'54.398"" W"
146803,25,Sinaloa,74,Elota,112,51,61,"24°14'10.921"" N","106°44'46.904"" W"
146804,25,Sinaloa,75,Elota,555,283,272,"23°54'02.584"" N","106°50'15.401"" W"
146805,25,Sinaloa,79,Elota,12,5,7,"23°55'03.985"" N","106°48'36.152"" W"
146806,25,Sinaloa,80,Elota,4,*,*,"24°03'25.244"" N","106°55'25.506"" W"
146807,25,Sinaloa,82,Elota,1,*,*,"24°02'37.064"" N","106°47'18.296"" W"
146808,25,Sinaloa,84,Elota,11,5,6,"24°05'03.527"" N","106°52'53.160"" W"
146809,25,Sinaloa,85,Elota,1919,938,981,"24°03'42.052"" N","107°00'52.617"" W"
146810,25,Sinaloa,86,Elota,217,102,115,"24°08'37.528"" N","106°55'00.528"" W"
146811,25,Sinaloa,89,Elota,337,163,174,"24°07'37.071"" N","106°55'24.340"" W"
146812,25,Sinaloa,91,Elota,10,*,*,"24°01'06.106"" N","106°54'32.449"" W"
146813,25,Sinaloa,94,Elota,3033,1414,1619,"23°51'40.633"" N","106°51'58.770"" W"
146814,25,Sinaloa,96,Elota,8,*,*,"24°11'40.291"" N","106°37'13.133"" W"
146815,25,Sinaloa,100,Elota,18,8,10,"24°12'13.399"" N","106°42'36.118"" W"
146816,25,Sinaloa,102,Elota,210,100,110,"24°07'45.952"" N","106°55'58.890"" W"
146817,25,Sinaloa,122,Elota,55,28,27,"24°01'47.938"" N","106°54'51.515"" W"
146818,25,Sinaloa,124,Elota,165,70,95,"24°01'48.637"" N","106°58'03.933"" W"
146819,25,Sinaloa,127,Elota,7,*,*,"24°03'40.480"" N","106°53'36.583"" W"
146820,25,Sinaloa,132,Elota,804,384,420,"24°02'23.026"" N","106°48'36.395"" W"
146821,25,Sinaloa,138,Elota,2,*,*,"23°59'00.552"" N","106°50'01.889"" W"
146822,25,Sinaloa,140,Elota,1282,588,694,"23°54'22.296"" N","106°53'34.406"" W"
146823,25,Sinaloa,143,Elota,138,69,69,"23°55'26.310"" N","106°46'54.011"" W"
146824,25,Sinaloa,145,Elota,73,38,35,"23°55'53.008"" N","106°46'36.567"" W"
146825,25,Sinaloa,146,Elota,40,17,23,"23°54'39.431"" N","106°43'37.596"" W"
146826,25,Sinaloa,150,Elota,1687,826,861,"23°52'09.528"" N","106°50'54.112"" W"
146827,25,Sinaloa,151,Elota,778,382,396,"23°52'02.996"" N","106°50'51.718"" W"
146828,25,Sinaloa,153,Elota,208,103,105,"23°53'56.454"" N","106°43'29.036"" W"
146829,25,Sinaloa,157,Elota,1,*,*,"23°52'06.810"" N","106°44'55.723"" W"
146830,25,Sinaloa,160,Elota,3,*,*,"24°12'54.700"" N","106°54'42.639"" W"
146831,25,Sinaloa,164,Elota,849,403,446,"23°49'10.119"" N","106°52'49.574"" W"
146832,25,Sinaloa,166,Elota,176,88,88,"24°07'51.464"" N","106°55'40.190"" W"
146833,25,Sinaloa,171,Elota,203,91,112,"24°05'36.058"" N","106°46'01.340"" W"
146834,25,Sinaloa,172,Elota,20,12,8,"24°04'58.648"" N","106°46'57.027"" W"
146835,25,Sinaloa,176,Elota,1964,991,973,"23°59'27.325"" N","106°57'31.381"" W"
146836,25,Sinaloa,180,Elota,139,58,81,"23°47'26.555"" N","106°52'08.215"" W"
146837,25,Sinaloa,182,Elota,750,370,380,"24°07'11.841"" N","106°53'02.113"" W"
146838,25,Sinaloa,188,Elota,5,*,*,"23°57'40.656"" N","106°57'22.350"" W"
146839,25,Sinaloa,211,Elota,7,4,3,"24°12'17.881"" N","106°38'49.189"" W"
146840,25,Sinaloa,232,Elota,39,23,16,"24°02'26.513"" N","106°55'29.068"" W"
146841,25,Sinaloa,242,Elota,7,*,*,"24°03'27.533"" N","106°47'51.974"" W"
146842,25,Sinaloa,272,Elota,9,4,5,"23°55'21.490"" N","106°43'38.507"" W"
146843,25,Sinaloa,395,Elota,5,*,*,"24°00'22.063"" N","106°58'44.561"" W"
146844,25,Sinaloa,396,Elota,8,4,4,"24°03'16.154"" N","106°47'42.028"" W"
146845,25,Sinaloa,398,Elota,31,14,17,"24°12'26.634"" N","106°40'53.933"" W"
146846,25,Sinaloa,401,Elota,15,6,9,"23°47'43.103"" N","106°44'22.601"" W"
146847,25,Sinaloa,404,Elota,238,52,186,"23°53'44.252"" N","106°56'55.537"" W"
146848,25,Sinaloa,409,Elota,253,113,140,"24°04'53.286"" N","107°01'43.571"" W"
146849,25,Sinaloa,421,Elota,68,34,34,"24°11'25.347"" N","106°44'21.232"" W"
146850,25,Sinaloa,423,Elota,13,7,6,"24°01'59.129"" N","106°48'47.398"" W"
146851,25,Sinaloa,431,Elota,1,*,*,"24°03'51.456"" N","106°54'59.084"" W"
146852,25,Sinaloa,433,Elota,10,*,*,"23°54'54.652"" N","106°55'28.949"" W"
146853,25,Sinaloa,434,Elota,6,*,*,"23°55'39.639"" N","106°47'49.746"" W"
146854,25,Sinaloa,440,Elota,4,*,*,"24°12'11.786"" N","106°36'47.625"" W"
146855,25,Sinaloa,441,Elota,1,*,*,"24°07'37.377"" N","106°44'01.176"" W"
146856,25,Sinaloa,445,Elota,7,*,*,"24°03'39.892"" N","106°48'03.306"" W"
146857,25,Sinaloa,452,Elota,1,*,*,"24°02'26.940"" N","106°55'09.400"" W"
146858,25,Sinaloa,456,Elota,14,7,7,"24°01'14.313"" N","106°51'36.307"" W"
146859,25,Sinaloa,460,Elota,685,*,*,"24°00'17.002"" N","106°58'54.196"" W"
146860,25,Sinaloa,463,Elota,6,*,*,"24°11'52.017"" N","106°38'28.474"" W"
146861,25,Sinaloa,482,Elota,2,*,*,"24°09'51.166"" N","106°44'57.450"" W"
146862,25,Sinaloa,484,Elota,1122,*,*,"23°59'26.944"" N","106°53'55.628"" W"
146863,25,Sinaloa,487,Elota,1857,*,*,"24°00'45.654"" N","106°59'46.479"" W"
146864,25,Sinaloa,501,Elota,6,*,*,"23°54'45.831"" N","106°54'05.773"" W"
146865,25,Sinaloa,502,Elota,6,2,4,"23°54'38.886"" N","106°53'41.126"" W"
146866,25,Sinaloa,514,Elota,689,*,*,"23°59'25.518"" N","106°57'57.290"" W"
146867,25,Sinaloa,516,Elota,1,*,*,"24°10'50.370"" N","106°44'15.047"" W"
146868,25,Sinaloa,526,Elota,5,*,*,"23°54'42.716"" N","106°53'50.282"" W"
146869,25,Sinaloa,532,Elota,2,*,*,"23°56'59.717"" N","106°55'10.378"" W"
146870,25,Sinaloa,534,Elota,3,*,*,"23°54'20.146"" N","106°51'16.561"" W"
146871,25,Sinaloa,536,Elota,245,*,*,"23°54'49.526"" N","106°56'03.925"" W"
146872,25,Sinaloa,9998,Elota,4672,2080,2592,,
146873,25,Sinaloa,9999,Elota,40,23,17,,
146874,25,Sinaloa,0,Escuinapa,59988,29887,30101,,
146875,25,Sinaloa,1,Escuinapa,33924,17240,16684,"22°50'06.185"" N","105°46'40.353"" W"
146876,25,Sinaloa,4,Escuinapa,4,*,*,"22°39'06.955"" N","105°47'54.054"" W"
146877,25,Sinaloa,12,Escuinapa,264,126,138,"22°43'07.758"" N","105°35'51.527"" W"
146878,25,Sinaloa,13,Escuinapa,1204,577,627,"22°41'52.127"" N","105°36'11.966"" W"
146879,25,Sinaloa,17,Escuinapa,26,11,15,"22°34'33.985"" N","105°26'28.432"" W"
146880,25,Sinaloa,18,Escuinapa,400,195,205,"22°45'53.324"" N","105°51'31.733"" W"
146881,25,Sinaloa,20,Escuinapa,1357,679,678,"22°31'43.158"" N","105°27'08.034"" W"
146882,25,Sinaloa,21,Escuinapa,482,217,265,"22°32'33.824"" N","105°31'01.338"" W"
146883,25,Sinaloa,23,Escuinapa,1969,984,985,"22°34'54.900"" N","105°43'33.253"" W"
146884,25,Sinaloa,32,Escuinapa,9,*,*,"22°32'42.473"" N","105°29'40.372"" W"
146885,25,Sinaloa,34,Escuinapa,8145,3998,4147,"22°43'56.248"" N","105°50'52.594"" W"
146886,25,Sinaloa,43,Escuinapa,2469,1152,1317,"22°37'08.598"" N","105°36'14.019"" W"
146887,25,Sinaloa,44,Escuinapa,1517,768,749,"22°39'37.567"" N","105°46'16.618"" W"
146888,25,Sinaloa,45,Escuinapa,3,*,*,"22°47'46.544"" N","105°41'04.560"" W"
146889,25,Sinaloa,51,Escuinapa,17,10,7,"22°54'33.354"" N","105°35'50.283"" W"
146890,25,Sinaloa,52,Escuinapa,157,76,81,"22°35'49.949"" N","105°27'23.427"" W"
146891,25,Sinaloa,55,Escuinapa,268,121,147,"22°53'52.043"" N","105°48'32.700"" W"
146892,25,Sinaloa,60,Escuinapa,4598,2239,2359,"22°32'19.007"" N","105°44'19.094"" W"
146893,25,Sinaloa,62,Escuinapa,1497,714,783,"22°45'58.077"" N","105°40'17.343"" W"
146894,25,Sinaloa,65,Escuinapa,94,50,44,"22°47'47.715"" N","105°37'38.253"" W"
146895,25,Sinaloa,69,Escuinapa,1,*,*,"22°47'42.727"" N","105°42'15.201"" W"
