,ENTIDAD,NOM_ENT,LOC,NOM_MUN,POBTOT,POBFEM,POBMAS,LATITUD,LONGITUD
144314,25,Sinaloa,0,Total de la entidad Sinaloa,3026943,1532128,1494815,,
144315,25,Sinaloa,9998,Total de la entidad Sinaloa,20358,8853,11505,,
144316,25,Sinaloa,9999,Total de la entidad Sinaloa,6701,2062,4639,,
144317,25,Sinaloa,0,Ahome,459310,233994,225316,,
144318,25,Sinaloa,1,Ahome,298009,154344,143665,"25°47'00.301"" N","108°59'39.634"" W"
144319,25,Sinaloa,67,Ahome,2397,1207,1190,"25°57'32.339"" N","109°19'40.745"" W"
144320,25,Sinaloa,68,Ahome,582,295,287,"25°53'03.475"" N","109°05'33.996"" W"
144321,25,Sinaloa,70,Ahome,11851,5973,5878,"25°55'13.979"" N","109°10'28.912"" W"
144322,25,Sinaloa,72,Ahome,472,230,242,"25°58'17.191"" N","109°16'59.410"" W"
144323,25,Sinaloa,76,Ahome,278,135,143,"25°56'46.236"" N","109°04'46.217"" W"
144324,25,Sinaloa,80,Ahome,667,337,330,"25°54'30.841"" N","109°01'02.959"" W"
144325,25,Sinaloa,81,Ahome,2049,976,1073,"26°19'03.119"" N","109°05'08.084"" W"
144326,25,Sinaloa,82,Ahome,955,473,482,"25°45'32.617"" N","109°11'22.996"" W"
144327,25,Sinaloa,83,Ahome,5039,2483,2556,"25°52'38.711"" N","109°07'08.852"" W"
144328,25,Sinaloa,88,Ahome,1466,698,768,"25°46'27.322"" N","109°01'59.545"" W"
144329,25,Sinaloa,90,Ahome,1586,775,811,"25°58'34.159"" N","109°15'04.159"" W"
144330,25,Sinaloa,95,Ahome,670,340,330,"25°52'59.498"" N","109°17'27.541"" W"
144331,25,Sinaloa,101,Ahome,3,*,*,"25°50'03.855"" N","109°11'32.917"" W"
144332,25,Sinaloa,115,Ahome,2662,1336,1326,"25°52'39.180"" N","108°54'06.820"" W"
144333,25,Sinaloa,118,Ahome,2629,1265,1364,"25°56'33.284"" N","109°09'35.390"" W"
144334,25,Sinaloa,119,Ahome,2982,1440,1542,"25°45'35.548"" N","109°18'56.957"" W"
144335,25,Sinaloa,120,Ahome,4229,2091,2138,"25°50'23.962"" N","109°01'01.584"" W"
144336,25,Sinaloa,122,Ahome,552,261,291,"25°52'35.647"" N","109°06'38.985"" W"
144337,25,Sinaloa,125,Ahome,1,*,*,"25°54'22.299"" N","109°16'59.203"" W"
144338,25,Sinaloa,126,Ahome,1917,983,934,"26°09'28.961"" N","109°03'11.458"" W"
144339,25,Sinaloa,128,Ahome,1430,693,737,"25°59'44.408"" N","109°16'24.371"" W"
144340,25,Sinaloa,129,Ahome,897,453,444,"25°51'29.031"" N","109°05'03.687"" W"
144341,25,Sinaloa,131,Ahome,376,184,192,"26°20'41.941"" N","109°01'10.886"" W"
144342,25,Sinaloa,132,Ahome,558,277,281,"26°22'27.509"" N","109°00'38.530"" W"
144343,25,Sinaloa,136,Ahome,4243,2128,2115,"25°45'54.266"" N","108°49'57.521"" W"
144344,25,Sinaloa,138,Ahome,1394,669,725,"25°52'05.966"" N","109°02'26.931"" W"
144345,25,Sinaloa,139,Ahome,1547,780,767,"25°52'10.697"" N","109°00'28.832"" W"
144346,25,Sinaloa,142,Ahome,1589,789,800,"25°52'58.983"" N","109°00'35.221"" W"
144347,25,Sinaloa,143,Ahome,2096,1086,1010,"26°20'09.710"" N","109°01'34.966"" W"
144348,25,Sinaloa,146,Ahome,1758,881,877,"25°52'24.633"" N","109°02'37.329"" W"
144349,25,Sinaloa,147,Ahome,772,383,389,"25°57'16.530"" N","109°04'43.149"" W"
144350,25,Sinaloa,148,Ahome,1144,550,594,"25°52'45.075"" N","109°20'16.120"" W"
144351,25,Sinaloa,149,Ahome,2688,1322,1366,"25°51'24.080"" N","109°19'36.389"" W"
144352,25,Sinaloa,150,Ahome,436,209,227,"26°03'41.057"" N","109°14'50.736"" W"
144353,25,Sinaloa,156,Ahome,4850,2524,2326,"26°16'12.083"" N","109°02'10.765"" W"
144354,25,Sinaloa,160,Ahome,9464,4700,4764,"25°57'58.544"" N","109°17'48.239"" W"
144355,25,Sinaloa,163,Ahome,554,244,310,"25°57'26.677"" N","109°12'47.006"" W"
144356,25,Sinaloa,165,Ahome,26,13,13,"25°45'57.007"" N","108°55'49.610"" W"
144357,25,Sinaloa,166,Ahome,1276,626,650,"26°12'53.096"" N","109°15'54.929"" W"
144358,25,Sinaloa,169,Ahome,68,24,44,"26°05'49.144"" N","109°22'25.785"" W"
144359,25,Sinaloa,174,Ahome,867,449,418,"25°48'10.444"" N","109°03'47.976"" W"
144360,25,Sinaloa,175,Ahome,1190,583,607,"25°53'07.098"" N","109°09'00.006"" W"
144361,25,Sinaloa,176,Ahome,161,81,80,"26°19'40.724"" N","108°56'57.869"" W"
144362,25,Sinaloa,178,Ahome,1747,865,882,"25°56'19.410"" N","109°13'22.261"" W"
144363,25,Sinaloa,183,Ahome,2984,1534,1450,"25°49'37.288"" N","109°02'58.551"" W"
144364,25,Sinaloa,186,Ahome,362,183,179,"26°19'42.386"" N","108°56'27.634"" W"
144365,25,Sinaloa,189,Ahome,1974,968,1006,"25°45'06.409"" N","109°01'42.325"" W"
144366,25,Sinaloa,193,Ahome,2205,1068,1137,"25°43'01.269"" N","108°58'46.738"" W"
144367,25,Sinaloa,197,Ahome,1447,721,726,"25°46'07.739"" N","109°02'27.208"" W"
144368,25,Sinaloa,198,Ahome,338,147,191,"25°41'30.607"" N","109°05'50.727"" W"
144369,25,Sinaloa,199,Ahome,664,339,325,"25°46'21.904"" N","109°03'44.989"" W"
144370,25,Sinaloa,201,Ahome,841,410,431,"25°55'53.812"" N","109°05'48.479"" W"
144371,25,Sinaloa,205,Ahome,3767,1827,1940,"25°44'28.388"" N","108°55'56.763"" W"
144372,25,Sinaloa,210,Ahome,212,109,103,"25°57'02.182"" N","109°17'02.287"" W"
144373,25,Sinaloa,211,Ahome,1,*,*,"25°51'56.814"" N","109°15'35.178"" W"
144374,25,Sinaloa,212,Ahome,1208,612,596,"25°59'43.518"" N","109°17'57.007"" W"
144375,25,Sinaloa,214,Ahome,603,317,286,"26°18'34.980"" N","108°56'33.489"" W"
144376,25,Sinaloa,215,Ahome,1845,932,913,"25°44'21.251"" N","108°59'51.431"" W"
144377,25,Sinaloa,225,Ahome,755,387,368,"25°57'05.328"" N","109°17'55.827"" W"
144378,25,Sinaloa,226,Ahome,26,12,14,"25°55'59.947"" N","109°06'36.025"" W"
144379,25,Sinaloa,227,Ahome,6253,3183,3070,"25°56'48.442"" N","109°02'58.829"" W"
144380,25,Sinaloa,228,Ahome,778,349,429,"26°03'08.181"" N","109°16'36.340"" W"
144381,25,Sinaloa,231,Ahome,364,164,200,"26°22'36.163"" N","108°58'46.045"" W"
144382,25,Sinaloa,234,Ahome,656,359,297,"25°57'02.182"" N","109°11'42.631"" W"
144383,25,Sinaloa,240,Ahome,6198,3085,3113,"25°35'55.274"" N","109°02'58.291"" W"
144384,25,Sinaloa,243,Ahome,438,225,213,"26°06'39.890"" N","109°10'29.952"" W"
144385,25,Sinaloa,245,Ahome,318,156,162,"25°58'11.500"" N","109°13'51.689"" W"
144386,25,Sinaloa,248,Ahome,1153,569,584,"25°52'56.819"" N","109°04'29.925"" W"
144387,25,Sinaloa,252,Ahome,1553,778,775,"25°55'44.720"" N","108°59'48.704"" W"
144388,25,Sinaloa,253,Ahome,233,113,120,"26°17'56.740"" N","109°01'47.369"" W"
144389,25,Sinaloa,259,Ahome,9,*,*,"25°47'19.402"" N","108°53'59.660"" W"
144390,25,Sinaloa,280,Ahome,3,*,*,"25°47'41.457"" N","108°54'15.975"" W"
144391,25,Sinaloa,284,Ahome,20,10,10,"26°07'16.830"" N","109°02'31.175"" W"
144392,25,Sinaloa,285,Ahome,253,115,138,"25°48'25.870"" N","109°14'57.710"" W"
144393,25,Sinaloa,303,Ahome,104,44,60,"25°53'47.017"" N","109°08'24.382"" W"
144394,25,Sinaloa,306,Ahome,183,96,87,"25°57'26.566"" N","109°05'32.971"" W"
144395,25,Sinaloa,317,Ahome,4,*,*,"25°41'28.444"" N","109°02'57.042"" W"
144396,25,Sinaloa,349,Ahome,942,457,485,"25°39'58.979"" N","108°59'20.760"" W"
144397,25,Sinaloa,356,Ahome,2295,1135,1160,"26°13'25.851"" N","109°03'40.861"" W"
144398,25,Sinaloa,357,Ahome,1364,701,663,"26°06'44.697"" N","109°01'47.264"" W"
144399,25,Sinaloa,359,Ahome,12,5,7,"25°50'42.000"" N","109°04'05.500"" W"
144400,25,Sinaloa,370,Ahome,702,364,338,"25°38'06.565"" N","109°03'12.455"" W"
144401,25,Sinaloa,384,Ahome,1402,692,710,"25°58'49.597"" N","109°06'43.131"" W"
144402,25,Sinaloa,385,Ahome,15,6,9,"25°55'52.051"" N","109°07'10.583"" W"
144403,25,Sinaloa,392,Ahome,143,73,70,"25°53'34.320"" N","109°01'21.992"" W"
144404,25,Sinaloa,393,Ahome,7,*,*,"25°54'59.969"" N","109°02'36.107"" W"
144405,25,Sinaloa,396,Ahome,3354,1719,1635,"26°03'51.062"" N","109°01'12.101"" W"
144406,25,Sinaloa,398,Ahome,120,64,56,"26°03'45.006"" N","109°21'05.850"" W"
144407,25,Sinaloa,401,Ahome,117,55,62,"26°21'38.944"" N","109°00'51.204"" W"
144408,25,Sinaloa,402,Ahome,75,33,42,"26°20'26.010"" N","108°59'32.346"" W"
144409,25,Sinaloa,407,Ahome,1279,629,650,"25°44'19.191"" N","109°08'51.684"" W"
144410,25,Sinaloa,414,Ahome,605,316,289,"26°06'10.746"" N","109°11'29.287"" W"
144411,25,Sinaloa,416,Ahome,22,13,9,"26°04'18.733"" N","109°13'47.838"" W"
144412,25,Sinaloa,425,Ahome,17,10,7,"25°51'54.980"" N","108°59'52.220"" W"
144413,25,Sinaloa,432,Ahome,30,16,14,"25°50'13.803"" N","109°09'23.584"" W"
144414,25,Sinaloa,443,Ahome,2,*,*,"25°50'57.745"" N","109°04'36.097"" W"
144415,25,Sinaloa,447,Ahome,194,93,101,"25°37'58.899"" N","108°52'05.764"" W"
144416,25,Sinaloa,448,Ahome,822,409,413,"25°35'58.768"" N","108°58'07.684"" W"
144417,25,Sinaloa,457,Ahome,4,*,*,"25°42'51.645"" N","109°01'49.637"" W"
144418,25,Sinaloa,459,Ahome,2031,1047,984,"25°56'36.961"" N","109°15'00.357"" W"
144419,25,Sinaloa,475,Ahome,72,32,40,"25°53'21.359"" N","109°06'23.281"" W"
144420,25,Sinaloa,477,Ahome,1,*,*,"26°02'22.791"" N","109°01'37.601"" W"
144421,25,Sinaloa,489,Ahome,3,*,*,"25°49'48.689"" N","108°45'32.270"" W"
144422,25,Sinaloa,495,Ahome,470,208,262,"25°56'40.200"" N","109°00'40.594"" W"
144423,25,Sinaloa,497,Ahome,2,*,*,"25°58'03.166"" N","109°23'12.224"" W"
144424,25,Sinaloa,500,Ahome,51,24,27,"25°48'59.810"" N","108°46'51.210"" W"
144425,25,Sinaloa,502,Ahome,308,156,152,"25°55'37.885"" N","109°08'19.941"" W"
144426,25,Sinaloa,508,Ahome,395,192,203,"25°53'07.826"" N","109°00'55.841"" W"
144427,25,Sinaloa,512,Ahome,89,49,40,"25°54'24.254"" N","109°05'09.059"" W"
144428,25,Sinaloa,513,Ahome,220,85,135,"26°01'24.310"" N","109°19'19.446"" W"
144429,25,Sinaloa,514,Ahome,67,34,33,"25°35'43.120"" N","108°54'03.480"" W"
144430,25,Sinaloa,515,Ahome,5,*,*,"25°59'13.013"" N","109°13'13.110"" W"
144431,25,Sinaloa,517,Ahome,73,38,35,"25°59'40.284"" N","109°17'21.859"" W"
144432,25,Sinaloa,523,Ahome,422,233,189,"25°56'57.923"" N","109°06'12.619"" W"
144433,25,Sinaloa,530,Ahome,587,275,312,"25°57'38.701"" N","109°01'49.455"" W"
144434,25,Sinaloa,532,Ahome,155,71,84,"25°38'07.784"" N","108°53'06.939"" W"
144435,25,Sinaloa,536,Ahome,5,*,*,"26°06'32.430"" N","109°01'23.648"" W"
144436,25,Sinaloa,537,Ahome,4,*,*,"25°54'00.538"" N","109°05'27.798"" W"
144437,25,Sinaloa,543,Ahome,1,*,*,"25°50'57.120"" N","109°12'26.270"" W"
144438,25,Sinaloa,545,Ahome,8,*,*,"25°45'14.411"" N","109°15'16.204"" W"
144439,25,Sinaloa,546,Ahome,176,80,96,"25°40'32.057"" N","108°59'52.728"" W"
144440,25,Sinaloa,549,Ahome,1961,1019,942,"25°56'30.810"" N","109°08'27.924"" W"
144441,25,Sinaloa,556,Ahome,5,*,*,"26°04'14.115"" N","109°22'14.858"" W"
144442,25,Sinaloa,557,Ahome,133,64,69,"25°56'38.260"" N","109°01'41.490"" W"
144443,25,Sinaloa,559,Ahome,9,*,*,"25°57'03.652"" N","109°14'12.591"" W"
144444,25,Sinaloa,560,Ahome,1,*,*,"25°49'22.220"" N","108°50'54.559"" W"
144445,25,Sinaloa,562,Ahome,8,*,*,"25°48'17.656"" N","109°02'20.276"" W"
144446,25,Sinaloa,567,Ahome,46,19,27,"25°56'13.733"" N","109°11'58.134"" W"
144447,25,Sinaloa,572,Ahome,3,*,*,"25°47'16.799"" N","109°13'21.569"" W"
144448,25,Sinaloa,577,Ahome,1,*,*,"25°43'02.390"" N","108°59'25.871"" W"
144449,25,Sinaloa,585,Ahome,4,*,*,"25°48'58.626"" N","109°01'43.472"" W"
144450,25,Sinaloa,591,Ahome,5,*,*,"25°50'46.270"" N","108°48'42.420"" W"
144451,25,Sinaloa,594,Ahome,258,126,132,"25°57'54.758"" N","109°05'09.462"" W"
144452,25,Sinaloa,598,Ahome,9,2,7,"26°05'07.844"" N","109°23'21.010"" W"
144453,25,Sinaloa,602,Ahome,127,54,73,"25°56'31.234"" N","109°07'07.243"" W"
144454,25,Sinaloa,604,Ahome,3,*,*,"25°30'22.727"" N","108°53'30.472"" W"
144455,25,Sinaloa,607,Ahome,5,*,*,"25°48'00.673"" N","109°02'30.759"" W"
144456,25,Sinaloa,611,Ahome,5,*,*,"26°01'46.577"" N","109°17'30.424"" W"
144457,25,Sinaloa,614,Ahome,22,*,*,"25°49'15.858"" N","109°02'13.980"" W"
144458,25,Sinaloa,615,Ahome,1,*,*,"25°49'48.772"" N","109°02'15.888"" W"
144459,25,Sinaloa,621,Ahome,1079,533,546,"26°03'35.337"" N","109°08'37.754"" W"
144460,25,Sinaloa,622,Ahome,70,33,37,"25°58'00.887"" N","109°00'08.530"" W"
144461,25,Sinaloa,626,Ahome,111,56,55,"25°37'48.759"" N","109°03'24.071"" W"
144462,25,Sinaloa,627,Ahome,79,41,38,"25°41'43.937"" N","109°05'41.124"" W"
144463,25,Sinaloa,631,Ahome,11,6,5,"25°50'53.700"" N","108°48'27.781"" W"
144464,25,Sinaloa,632,Ahome,7,*,*,"25°47'46.244"" N","108°50'25.280"" W"
144465,25,Sinaloa,642,Ahome,452,226,226,"25°56'42.427"" N","109°10'37.060"" W"
144466,25,Sinaloa,675,Ahome,428,202,226,"25°52'47.782"" N","109°19'51.066"" W"
144467,25,Sinaloa,680,Ahome,11,5,6,"25°56'32.796"" N","109°09'00.597"" W"
144468,25,Sinaloa,690,Ahome,7,*,*,"25°50'06.879"" N","108°53'24.196"" W"
144469,25,Sinaloa,701,Ahome,395,192,203,"25°57'21.521"" N","109°04'08.382"" W"
144470,25,Sinaloa,703,Ahome,2446,1193,1253,"25°51'04.504"" N","108°57'36.075"" W"
144471,25,Sinaloa,705,Ahome,39,21,18,"25°55'55.875"" N","109°10'44.052"" W"
144472,25,Sinaloa,712,Ahome,2,*,*,"25°47'47.029"" N","109°15'11.942"" W"
144473,25,Sinaloa,720,Ahome,3,*,*,"25°47'59.265"" N","108°52'07.440"" W"
144474,25,Sinaloa,727,Ahome,100,43,57,"25°58'28.342"" N","109°19'35.494"" W"
144475,25,Sinaloa,729,Ahome,241,112,129,"25°57'09.444"" N","109°05'43.482"" W"
144476,25,Sinaloa,733,Ahome,190,97,93,"25°54'58.568"" N","109°12'15.176"" W"
144477,25,Sinaloa,739,Ahome,7,*,*,"25°41'00.656"" N","109°02'37.157"" W"
144478,25,Sinaloa,751,Ahome,20,11,9,"25°53'05.162"" N","109°19'19.302"" W"
144479,25,Sinaloa,758,Ahome,89,48,41,"25°54'32.196"" N","109°02'05.302"" W"
144480,25,Sinaloa,759,Ahome,9,*,*,"25°56'21.798"" N","109°02'38.589"" W"
144481,25,Sinaloa,761,Ahome,4,*,*,"25°55'52.275"" N","109°00'38.764"" W"
144482,25,Sinaloa,764,Ahome,7,*,*,"25°56'26.950"" N","109°03'48.025"" W"
144483,25,Sinaloa,765,Ahome,16,7,9,"25°58'33.642"" N","109°02'08.582"" W"
144484,25,Sinaloa,767,Ahome,19,8,11,"25°56'02.636"" N","109°05'02.840"" W"
144485,25,Sinaloa,768,Ahome,2,*,*,"25°54'05.738"" N","109°05'14.692"" W"
144486,25,Sinaloa,776,Ahome,2,*,*,"26°14'18.825"" N","109°03'02.081"" W"
144487,25,Sinaloa,783,Ahome,20,10,10,"25°58'11.894"" N","109°19'06.777"" W"
144488,25,Sinaloa,784,Ahome,199,94,105,"25°57'54.628"" N","109°18'50.310"" W"
144489,25,Sinaloa,787,Ahome,10,*,*,"25°56'10.378"" N","109°17'06.397"" W"
144490,25,Sinaloa,792,Ahome,2,*,*,"25°57'11.352"" N","109°10'19.379"" W"
144491,25,Sinaloa,797,Ahome,167,86,81,"25°55'30.747"" N","109°11'40.371"" W"
144492,25,Sinaloa,800,Ahome,25,11,14,"25°34'47.789"" N","109°06'57.793"" W"
144493,25,Sinaloa,801,Ahome,1725,868,857,"25°50'43.286"" N","108°55'06.618"" W"
144494,25,Sinaloa,806,Ahome,4,*,*,"25°56'08.798"" N","109°03'12.589"" W"
144495,25,Sinaloa,815,Ahome,756,367,389,"25°51'33.556"" N","108°54'37.072"" W"
144496,25,Sinaloa,816,Ahome,3,*,*,"25°57'20.557"" N","109°17'28.277"" W"
144497,25,Sinaloa,817,Ahome,1,*,*,"25°49'59.712"" N","108°51'34.188"" W"
144498,25,Sinaloa,818,Ahome,3686,1796,1890,"25°57'53.050"" N","109°03'17.245"" W"
144499,25,Sinaloa,826,Ahome,3,*,*,"26°21'42.438"" N","109°01'25.013"" W"
144500,25,Sinaloa,831,Ahome,4,*,*,"25°48'55.691"" N","109°14'26.915"" W"
144501,25,Sinaloa,832,Ahome,283,137,146,"25°56'23.255"" N","109°00'17.564"" W"
144502,25,Sinaloa,834,Ahome,11,4,7,"25°35'52.083"" N","108°57'48.208"" W"
144503,25,Sinaloa,838,Ahome,12,4,8,"26°08'35.441"" N","109°14'31.736"" W"
144504,25,Sinaloa,841,Ahome,44,13,31,"25°55'28.398"" N","109°03'37.601"" W"
144505,25,Sinaloa,844,Ahome,24,10,14,"25°52'14.581"" N","108°53'28.317"" W"
144506,25,Sinaloa,846,Ahome,73,*,*,"25°52'02.326"" N","108°54'10.774"" W"
144507,25,Sinaloa,847,Ahome,16,8,8,"25°48'53.353"" N","109°03'23.346"" W"
144508,25,Sinaloa,851,Ahome,1,*,*,"25°49'49.778"" N","109°00'30.056"" W"
144509,25,Sinaloa,852,Ahome,7,*,*,"25°48'40.069"" N","109°01'29.133"" W"
144510,25,Sinaloa,855,Ahome,1,*,*,"25°50'13.367"" N","109°03'37.494"" W"
144511,25,Sinaloa,856,Ahome,1,*,*,"25°50'02.387"" N","109°03'10.578"" W"
144512,25,Sinaloa,862,Ahome,970,*,*,"25°53'29.035"" N","109°02'33.545"" W"
144513,25,Sinaloa,874,Ahome,7,*,*,"25°49'29.172"" N","109°00'40.740"" W"
144514,25,Sinaloa,875,Ahome,1,*,*,"25°58'33.610"" N","109°16'21.671"" W"
144515,25,Sinaloa,880,Ahome,359,187,172,"25°48'47.977"" N","108°56'10.584"" W"
144516,25,Sinaloa,881,Ahome,41,19,22,"25°51'41.802"" N","109°06'59.584"" W"
144517,25,Sinaloa,883,Ahome,6,*,*,"25°48'38.164"" N","108°54'21.158"" W"
144518,25,Sinaloa,885,Ahome,40,22,18,"25°47'24.244"" N","108°54'22.886"" W"
144519,25,Sinaloa,891,Ahome,4,*,*,"25°50'11.168"" N","109°03'34.617"" W"
144520,25,Sinaloa,894,Ahome,1,*,*,"25°55'31.756"" N","109°05'09.934"" W"
144521,25,Sinaloa,895,Ahome,3,*,*,"25°50'39.224"" N","108°52'26.338"" W"
144522,25,Sinaloa,896,Ahome,4,*,*,"25°41'46.548"" N","109°02'08.824"" W"
144523,25,Sinaloa,897,Ahome,5,*,*,"25°48'22.576"" N","108°52'25.903"" W"
144524,25,Sinaloa,899,Ahome,4,*,*,"25°58'33.345"" N","109°18'26.456"" W"
144525,25,Sinaloa,905,Ahome,6,*,*,"25°48'38.875"" N","108°54'11.994"" W"
144526,25,Sinaloa,906,Ahome,1,*,*,"25°47'41.823"" N","108°55'33.485"" W"
144527,25,Sinaloa,908,Ahome,7,*,*,"25°41'38.585"" N","109°03'06.444"" W"
144528,25,Sinaloa,910,Ahome,2,*,*,"25°47'30.112"" N","108°52'56.904"" W"
144529,25,Sinaloa,914,Ahome,4,*,*,"25°49'35.857"" N","108°53'45.740"" W"
144530,25,Sinaloa,915,Ahome,1,*,*,"25°57'29.696"" N","109°17'21.685"" W"
144531,25,Sinaloa,917,Ahome,6,1,5,"26°04'08.998"" N","109°23'49.426"" W"
144532,25,Sinaloa,920,Ahome,81,46,35,"25°47'32.872"" N","108°54'26.262"" W"
144533,25,Sinaloa,922,Ahome,35,18,17,"25°57'45.170"" N","109°03'04.776"" W"
144534,25,Sinaloa,923,Ahome,2,*,*,"25°48'17.939"" N","108°49'05.761"" W"
144535,25,Sinaloa,924,Ahome,3,*,*,"25°50'17.742"" N","108°58'35.127"" W"
144536,25,Sinaloa,928,Ahome,1,*,*,"25°56'31.437"" N","109°14'26.223"" W"
144537,25,Sinaloa,929,Ahome,3,*,*,"25°51'51.850"" N","108°53'01.848"" W"
144538,25,Sinaloa,937,Ahome,2,*,*,"25°58'59.363"" N","109°01'45.436"" W"
144539,25,Sinaloa,939,Ahome,39,17,22,"25°52'34.041"" N","109°00'08.327"" W"
144540,25,Sinaloa,941,Ahome,1,*,*,"26°23'55.201"" N","109°00'40.799"" W"
144541,25,Sinaloa,942,Ahome,591,280,311,"25°53'09.297"" N","109°08'03.150"" W"
144542,25,Sinaloa,943,Ahome,176,95,81,"25°59'51.840"" N","109°16'43.182"" W"
144543,25,Sinaloa,946,Ahome,13,*,*,"26°04'55.427"" N","109°18'50.343"" W"
144544,25,Sinaloa,947,Ahome,716,369,347,"25°48'44.869"" N","108°51'45.727"" W"
144545,25,Sinaloa,952,Ahome,3,*,*,"25°43'22.480"" N","109°01'36.810"" W"
144546,25,Sinaloa,953,Ahome,4,*,*,"25°41'20.610"" N","109°02'14.675"" W"
144547,25,Sinaloa,954,Ahome,4,*,*,"25°47'30.751"" N","109°15'25.200"" W"
144548,25,Sinaloa,957,Ahome,125,65,60,"25°58'16.632"" N","109°14'20.869"" W"
144549,25,Sinaloa,958,Ahome,29,13,16,"25°56'30.484"" N","109°03'11.286"" W"
144550,25,Sinaloa,977,Ahome,1,*,*,"26°03'11.491"" N","109°20'18.399"" W"
144551,25,Sinaloa,981,Ahome,14,*,*,"25°44'35.248"" N","108°56'59.439"" W"
144552,25,Sinaloa,982,Ahome,12,*,*,"25°48'55.680"" N","108°56'03.580"" W"
144553,25,Sinaloa,983,Ahome,2,*,*,"25°51'53.840"" N","108°53'04.500"" W"
144554,25,Sinaloa,985,Ahome,48,20,28,"25°57'17.005"" N","109°06'02.673"" W"
144555,25,Sinaloa,986,Ahome,8,5,3,"25°54'33.261"" N","109°09'30.045"" W"
144556,25,Sinaloa,989,Ahome,25,14,11,"26°01'35.538"" N","109°19'11.681"" W"
144557,25,Sinaloa,992,Ahome,10,*,*,"25°41'40.725"" N","109°05'00.275"" W"
144558,25,Sinaloa,997,Ahome,2,*,*,"25°41'01.788"" N","109°02'33.294"" W"
144559,25,Sinaloa,1001,Ahome,227,108,119,"26°17'08.156"" N","109°06'59.426"" W"
144560,25,Sinaloa,1002,Ahome,1,*,*,"25°58'59.007"" N","109°19'19.463"" W"
144561,25,Sinaloa,1007,Ahome,1,*,*,"25°43'05.069"" N","109°01'40.682"" W"
144562,25,Sinaloa,1011,Ahome,1,*,*,"26°19'12.803"" N","109°01'44.529"" W"
144563,25,Sinaloa,1012,Ahome,12,6,6,"25°57'27.791"" N","109°08'07.340"" W"
144564,25,Sinaloa,1013,Ahome,1,*,*,"25°50'39.398"" N","109°04'14.809"" W"
144565,25,Sinaloa,1014,Ahome,2,*,*,"25°50'29.049"" N","109°03'57.881"" W"
144566,25,Sinaloa,1017,Ahome,2,*,*,"25°52'09.727"" N","109°06'17.136"" W"
144567,25,Sinaloa,1019,Ahome,4,*,*,"25°55'41.271"" N","109°11'13.502"" W"
144568,25,Sinaloa,1020,Ahome,6,*,*,"25°55'36.248"" N","109°11'03.421"" W"
144569,25,Sinaloa,1022,Ahome,18,9,9,"25°54'57.504"" N","109°09'27.159"" W"
144570,25,Sinaloa,1023,Ahome,5,*,*,"25°42'22.501"" N","109°01'58.909"" W"
144571,25,Sinaloa,1029,Ahome,5,*,*,"25°50'18.387"" N","109°03'42.318"" W"
144572,25,Sinaloa,1033,Ahome,5,*,*,"25°47'34.341"" N","108°47'41.265"" W"
144573,25,Sinaloa,1036,Ahome,3,*,*,"25°48'54.258"" N","108°57'15.963"" W"
144574,25,Sinaloa,1037,Ahome,3,*,*,"25°49'13.073"" N","109°01'42.117"" W"
144575,25,Sinaloa,1040,Ahome,2,*,*,"25°56'29.129"" N","109°03'05.107"" W"
144576,25,Sinaloa,1044,Ahome,4,*,*,"25°48'08.480"" N","109°14'12.793"" W"
144577,25,Sinaloa,1045,Ahome,649,292,357,"26°05'02.985"" N","109°22'41.932"" W"
144578,25,Sinaloa,1046,Ahome,5,*,*,"25°51'29.111"" N","108°48'27.844"" W"
144579,25,Sinaloa,1047,Ahome,1,*,*,"26°01'37.415"" N","109°15'16.444"" W"
144580,25,Sinaloa,1052,Ahome,7,*,*,"25°57'30.420"" N","109°01'41.200"" W"
144581,25,Sinaloa,1056,Ahome,1,*,*,"26°18'46.484"" N","109°01'51.851"" W"
144582,25,Sinaloa,1059,Ahome,8,3,5,"25°43'45.727"" N","109°01'05.969"" W"
144583,25,Sinaloa,1061,Ahome,5,*,*,"25°40'58.626"" N","109°03'04.564"" W"
144584,25,Sinaloa,1063,Ahome,5,*,*,"26°16'35.342"" N","109°01'29.751"" W"
144585,25,Sinaloa,1073,Ahome,4,*,*,"25°55'54.141"" N","109°10'27.291"" W"
144586,25,Sinaloa,1075,Ahome,8,*,*,"25°43'52.921"" N","109°00'17.339"" W"
144587,25,Sinaloa,1081,Ahome,2,*,*,"25°57'45.353"" N","109°17'34.860"" W"
144588,25,Sinaloa,1082,Ahome,1,*,*,"25°57'48.079"" N","109°17'31.174"" W"
144589,25,Sinaloa,1083,Ahome,4,*,*,"25°56'54.348"" N","109°14'39.640"" W"
144590,25,Sinaloa,1084,Ahome,7,*,*,"25°57'50.248"" N","109°18'39.542"" W"
144591,25,Sinaloa,1087,Ahome,2,*,*,"26°20'07.799"" N","108°57'08.211"" W"
144592,25,Sinaloa,1089,Ahome,4,*,*,"25°56'48.518"" N","109°13'25.731"" W"
144593,25,Sinaloa,1090,Ahome,23,11,12,"25°56'06.376"" N","109°09'17.899"" W"
144594,25,Sinaloa,1095,Ahome,323,156,167,"25°58'22.056"" N","109°02'31.422"" W"
144595,25,Sinaloa,1096,Ahome,3,*,*,"25°57'28.842"" N","109°01'45.685"" W"
